MonitorDate,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RH,SO2,THC,WS_HR,Weekday,AQI,RAINFALL
2021/8/6,26.2,2.11,0.33,0.06,2.8,15.3,18.2,9.1,10,6,92,0,2.17,0.7,1,40,61.5
2021/8/7,25.6,2,0.24,0.06,0.6,7.8,8.5,32.3,5,4,98,0.5,2.06,1.3,0,32,92.73333333
2021/8/8,29.3,2.12,0.3,0.09,1.2,9.8,11.1,29.5,18,13,77,1.7,2.21,1.4,0,44,0.5
2021/8/9,30.8,2.08,0.27,0.07,1.3,9.3,10.6,24.1,14,9,64,1,2.15,1.5,1,34,0
2021/8/10,29.5,2.02,0.28,0.09,1.7,11.2,13,20,17,11,70,0.8,2.12,1,1,36,6
2021/8/11,29.5,2,0.25,0.05,2.1,9.8,12,19,17,10,70,1,2.06,1.3,1,34,0.5
2021/8/12,30,1.97,0.24,0.04,1.9,8.5,10.6,16.1,15,8,67,0.9,2,1.7,1,28,0
2021/8/13,30.1,1.93,0.21,0.05,1.6,8.7,10.4,17.4,12,7,64,1.1,1.98,1.9,1,28,0
2021/8/14,30.2,1.95,0.22,0.06,1.6,8.5,10.2,19.2,14,8,63,1.2,2,1.5,0,31,0
2021/8/15,30.4,1.92,0.18,0.04,1.1,6.8,7.9,20,10,8,62,0.9,1.97,1.4,0,28,0
2021/8/16,30.5,1.94,0.23,0.07,2,9.4,11.4,14.7,15,8,64,1.9,2.02,1.4,1,29,0
2021/8/17,30.6,1.94,0.19,0.05,2.3,8.9,11.3,13.2,12,9,62,1.4,2,1.5,1,30,0
2021/8/18,29.7,1.94,0.2,0.08,1.4,11,12.5,15,15,10,70,1.8,2.02,1.1,1,47,0
2021/8/19,29.5,2.02,0.28,0.06,1.5,12,13.5,24.3,21,14,66,1.7,2.09,0.9,1,47,0
2021/8/20,29.9,1.97,0.25,0.08,2.2,10.3,12.6,25.1,16,10,64,1,2.06,1.1,1,40,0
2021/8/21,30.3,2,0.24,0.06,1.7,10,11.8,17.5,18,12,66,1.4,2.06,1.2,0,41,0
2021/8/22,29.8,1.97,0.22,0.05,1.3,8.9,10.4,18.2,17,12,65,1.4,2.02,1.2,0,41,0
2021/8/23,30.4,1.97,0.22,0.06,1.7,10.6,12.4,14,14,9,63,1.5,2.02,1.8,1,30,0
2021/8/24,30.3,1.96,0.23,0.06,1.5,9.1,10.7,16.5,12,8,64,1,2.02,1.5,1,29,0
2021/8/25,29.9,1.98,0.22,0.05,2,10.8,12.9,16.3,18,11,65,1,2.04,1.3,1,37,0
2021/8/26,29.9,1.97,0.22,0.04,1.8,8.7,10.6,26.4,20,14,65,0.8,2,1,1,48,0
2021/8/27,30.3,1.96,0.19,0.02,1.3,7.2,8.5,27.9,19,13,68,1.1,1.99,0.9,1,44,0
2021/8/28,30.2,2.02,0.25,0.03,0.7,9.1,9.9,43.8,26,17,70,1.3,2.04,0.8,0,100,0
2021/8/29,30.4,2.02,0.25,0.04,1.1,8.9,10.1,33.3,27,19,68,1.4,2.06,0.9,0,64,0
2021/8/30,29.8,2.08,0.34,0.08,1.3,11.8,13.2,31.3,34,24,71,1.1,2.17,1,1,73,0
2021/8/31,30.1,2.09,0.37,0.12,2.1,14.6,16.8,32.5,37,25,70,1.8,2.22,0.9,1,75,5
2021/9/1,30.3,2.04,0.28,0.07,1,11.3,12.4,33.2,33,22,72,1.1,2.13,0.9,1,67,0
2021/9/2,30.6,2.04,0.27,0.06,1.4,11.8,13.3,27.2,27,18,70,0.8,2.11,1,1,58,0
2021/9/3,30.3,1.8775,0.19,0.0425,1.3,8,9.4,25,14,9,72,0.7,1.92,0.9,1,32,0
2021/9/4,29.3,1.95,0.2,0.04,1.5,9.9,11.5,21.5,13,9,74,0.4,2,0.9,0,32,0
2021/9/5,29.9,1.97,0.23,0.06,1,8.3,9.4,24.8,19,11,73,0.8,2.04,0.7,0,45,0
2021/9/6,30.9,2.04,0.25,0.04,2.2,10.7,13,25.7,16,12,67,0.8,2.09,1,1,41,0
2021/9/7,30.6,1.97,0.2,0.06,2.3,8.9,11.4,24.1,17,10,69,0.3,2.02,0.8,1,40,0
2021/9/8,30.3,1.98,0.24,0.06,1.1,9.3,10.5,29.1,21,15,75,0.2,2.04,0.8,1,49,3.5
2021/9/9,31,2,0.28,0.06,1.3,10.6,12,34.8,27,16,64,0.8,2.06,0.8,1,84,0
2021/9/10,31.1,2,0.31,0.11,1.5,11.2,12.8,33.1,31,20,67,0.9,2.13,0.8,1,63,0
2021/9/11,31.2,1.93,0.25,0.06,1.7,8.3,10.1,26.2,21,11,66,0.9,2,1.5,0,44,0
2021/9/12,28.5,1.92,0.15,0.03,0.9,5.4,6.4,17.3,13,6,75,0.6,1.95,1.4,0,22,33.5
2021/9/13,30.5,1.96,0.21,0.08,0.7,8.4,9.2,24,19,9,65,0.9,2.04,2.8,1,34,0
2021/9/14,31,1.94,0.23,0.04,1.4,9.1,10.6,16.1,17,8,68,1.4,1.98,2.1,1,28,0
2021/9/15,30.5,2.08,0.24,0.05,1.4,10.5,12,23,20,13,72,0.3,2.13,1,1,43,0
2021/9/16,30,2.06,0.3,0.04,1.5,11.3,12.9,32.9,22,15,68,0.1,2.1,0.8,1,50,0
2021/9/17,30,2.04,0.36,0.11,0.7,12.6,13.4,41.8,30,21,71,0.5,2.17,1,1,100,0
2021/9/18,30.3,2.1,0.35,0.07,1,11.4,12.5,38.8,31,21,71,1,2.17,1,0,112,0
2021/9/19,30.1,2.02,0.25,0.05,1.2,8.3,9.6,23.6,22,15,73,1.3,2.09,1.1,0,52,0
2021/9/20,30.5,2.06,0.28,0.04,1.1,9.6,10.8,28.6,25,18,68,0.9,2.11,1,1,57,0
2021/9/21,30.7,2.02,0.28,0.08,1.3,10.5,11.9,16.7,19,14,65,1.1,2.12,0.8,1,45,0
2021/9/22,30.7,2.02,0.25,0.07,2.9,11.6,14.7,14.1,17,12,62,0.6,2.09,0.8,1,41,0
2021/9/23,30.7,2.02,0.28,0.07,1.1,11.6,12.8,36,24,16,69,1.1,2.09,0.9,1,77,0
2021/9/24,31.1,1.99,0.22,0.04,1.6,9.7,11.4,21.7,19,9,58,0.8,2.02,1.5,1,32,0
2021/9/25,30.1,1.90375,0.25,0.069,0.3,8.7,9,38.5,26,12,57,0.6,1.9725,1.9,0,49,0
2021/9/26,29.4,1.99,0.24,0.07,0.4,8.1,8.7,36.6,27,15,59,1.4,2.06,1.6,0,67,0
2021/9/27,29.2,1.97,0.23,0.09,1.2,10.8,12.2,20.5,21,11,67,0.9,2.06,1.5,1,36,0
2021/9/28,29.1,1.98,0.25,0.12,1.4,12.9,14.3,23.7,23,12,60,1.2,2.1,1.6,1,41,0
2021/9/29,28.8,2,0.28,0.12,0.9,14.9,15.9,32.7,27,15,61,1.4,2.14,1,1,54,0
2021/9/30,29.2,2.02,0.32,0.14,2.3,15.1,17.5,32.1,28,17,62,1.6,2.18,1,1,80,0
2021/10/1,29.7,2.06,0.37,0.13,0.8,14.4,15.2,39.3,33,23,69,2,2.2,1,1,84,0
2021/10/2,29.4,2.02,0.28,0.1,0.6,11.5,12.1,38,27,16,66,1.2,2.12,1.3,0,67,0
2021/10/3,30.3,2.02,0.28,0.11,0.4,10.9,11.4,41.3,24,16,54,0.9,2.13,1.1,0,90,0
2021/10/4,29.7,2.04,0.33,0.11,1.1,12.2,13.4,45.6,38,22,57,1.5,2.17,1.1,1,126,0
2021/10/5,31.3,1.94,0.22,0.07,0.8,10.2,11.1,42.3,30,12,44,1.1,2.02,1.7,1,80,0
2021/10/6,31,1.97,0.28,0.1,1.1,13.3,14.5,36.3,25,14,50,0.9,2.06,1.1,1,101,0
2021/10/7,30.7,2.02,0.38,0.14,1.4,15.4,16.9,47.3,36,20,55,1.4,2.18,0.8,1,129,0
2021/10/8,30.5,2.04,0.41,0.15,0.6,13.4,14.1,47.9,37,23,61,1.7,2.2,0.8,1,115,0
2021/10/9,31.1,1.97,0.23,0.07,0.8,9.1,10,29.7,25,12,53,0.8,2.04,1.5,0,44,0
2021/10/10,30.8,1.93,0.15,0.03,0.6,6.9,7.6,24.7,28,7,52,0.1,1.97,2.7,0,28,0
2021/10/11,27.5,1.9,0.14,0.03,1.4,5.8,7.3,15.2,8,6,87,0.6,1.94,3.9,1,20,20
2021/10/12,30,1.96,0.23,0.06,1.3,9.6,11,22.3,18,10,68,0.9,2.02,3.2,1,40,2
2021/10/13,28.7,2.06,0.39,0.15,4.7,16.4,21.2,10.6,23,12,81,0.8,2.22,0.8,1,41,0.5
2021/10/14,28.3,2.09,0.34,0.08,4.9,12.4,17.4,30.9,30,17,83,0.8,2.18,0.6,1,67,0.5
2021/10/15,29.7,2.04,0.26,0.04,2,12.2,14.3,28.5,24,12,60,1.1,2.09,0.9,1,50,0
2021/10/16,28.3,1.96,0.19,0.05,1.1,8.4,9.6,32.3,19,7,62,0.3,2,2.2,0,38,10
2021/10/17,23,1.97,0.18,0.02,1,7.1,8.3,36.9,18,8,66,0.9,2,3.8,0,36,0
2021/10/18,23.7,2,0.26,0.09,1.1,13.4,14.6,31.1,20,6,60,1.2,2.1,2.6,1,38,0
2021/10/19,24.9,2.02,0.25,0.11,0.8,13.8,14.6,31.4,21,7,63,0.9,2.14,2.1,1,38,0
2021/10/20,25.3,2.04,0.28,0.11,1.1,12.2,13.4,39.1,18,8,73,0.3,2.15,1.5,1,47,0
2021/10/21,22.7,2.02,0.24,0.09,0.4,10.4,10.9,31.9,10,5,87,1.2,2.11,1.6,1,32,3
2021/10/22,20.5,2.02,0.28,0.08,0.9,12.4,13.4,35.3,6,5,85,0.5,2.12,3.1,1,40,11
2021/10/23,21.9,2,0.26,0.05,0.8,9.2,10.1,43.4,12,9,68,1.4,2.04,3,0,46,0
2021/10/24,21.3,2,0.23,0.05,0.7,8.3,9,39.7,7,5,86,0.8,2.06,2.3,0,38,14
2021/10/25,23.1,1.98,0.2,0.05,1.2,8.4,9.7,39.7,15,7,74,0.7,2.04,3.1,1,38,0.2
2021/10/26,25.6,1.98,0.23,0.08,1,10.6,11.7,36,15,6,59,1.3,2.06,2,1,39,0
2021/10/27,25,2,0.24,0.09,1.1,11.2,12.4,41,21,9,61,1.3,2.11,2.3,1,45,0
2021/10/28,24.5,2,0.27,0.11,0.8,12,12.9,45.1,26,12,53,1.8,2.11,2.6,1,50,0
2021/10/29,23.6,2.02,0.31,0.12,0.9,13.6,14.5,38.5,26,11,58,2.5,2.15,2.5,1,43,0
2021/10/30,23.6,2.02,0.28,0.11,0.8,12.9,13.7,40.3,21,10,62,2.2,2.14,2.1,0,43,0
2021/10/31,24.4,2.02,0.27,0.08,0.4,10.4,10.9,42.7,22,11,63,2.7,2.1,2.5,0,46,0
2021/11/1,24.6,1.98,0.24,0.07,1.4,10.8,12.3,40.3,21,9,60,1.5,2.04,2.6,1,39,0
2021/11/2,24,2,0.3,0.11,1.3,13.3,14.7,40.2,28,13,61,1.9,2.13,2.2,1,43,0
2021/11/3,24.7,2.04,0.32,0.11,1.3,12.4,13.9,41.5,23,13,64,1.5,2.15,1.5,1,44,0
2021/11/4,25.2,2.04,0.42,0.16,2.9,18.4,21.3,29.3,22,14,72,1.9,2.22,1,1,54,0
2021/11/5,25.1,2.18,0.54,0.2,2.5,19.3,21.9,29.5,38,26,79,2.2,2.38,0.6,1,77,0
2021/11/6,25.9,2.17,0.42,0.14,1.6,15.4,17.1,28.7,30,19,77,2.4,2.31,1,0,61,0
2021/11/7,25.9,2.04,0.3,0.08,1.2,11.5,12.8,38.5,21,10,71,2.3,2.13,1.5,0,48,0
2021/11/8,20.5,2.04,0.28,0.07,1,11.4,12.5,27.5,23,10,78,1,2.11,2.4,1,33,9
2021/11/9,18,2.02,0.28,0.07,1.2,11.1,12.4,37.2,34,14,52,0.8,2.1,2.8,1,47,0
2021/11/10,18.8,2.04,0.3,0.1,0.9,16.6,17.6,37.3,27,12,50,1.3,2.14,1.7,1,53,0
2021/11/11,19.3,2.02,0.28,0.11,2.1,14.4,16.5,38.2,20,10,49,0.8,2.13,1.6,1,51,0
2021/11/12,20.1,2.04,0.3,0.09,0.9,16.5,17.6,39.4,19,12,60,1.5,2.14,1.8,1,57,2.5
2021/11/13,19.2,2,0.26,0.07,1.2,11.2,12.5,37.5,12,8,81,1.3,2.09,1.9,0,37,4
2021/11/14,20.1,2,0.25,0.06,1.3,9.1,10.5,41,16,8,65,1.3,2.06,2.6,0,42,0
2021/11/15,22.5,2,0.26,0.08,1.1,12.4,13.6,35.8,20,10,56,1.1,2.08,1.9,1,43,0
2021/11/16,23.4,2.08,0.39,0.14,4,16.2,20.3,34.9,28,15,67,2.4,2.22,1,1,74,0
2021/11/17,24.3,2.11,0.38,0.15,2,18.6,20.7,29.4,31,17,70,2,2.25,0.6,1,56,0
2021/11/18,21.2,2.04,0.34,0.15,1.3,16.2,17.6,28.6,15,8,91,1.7,2.2,1.3,1,51,3.5
2021/11/19,23.1,2,0.28,0.1,1.7,13.3,15.1,29.1,19,9,79,1.3,2.12,1.8,1,38,0
2021/11/20,24.2,2.02,0.28,0.09,0.8,12.2,13,33.6,22,12,70,2,2.11,1.9,0,42,0
2021/11/21,23.9,2.06,0.3,0.12,1.3,10.5,11.9,33.9,31,15,78,1.5,2.19,0.7,0,51,0
2021/11/22,19.3,2.1,0.39,0.1,0.5,11.9,12.5,22.5,20,11,82,0.3,2.2,2.6,1,36,0
2021/11/23,16.2,2.02,0.34,0.11,1.7,15.7,17.5,19.4,37,14,73,1.4,2.14,2.8,1,52,0
2021/11/24,18.6,2.02,0.33,0.13,1.8,15.4,17.3,23.7,27,11,62,2.4,2.15,2.1,1,37,0
2021/11/25,20.2,2.06,0.31,0.15,2.8,18.2,21.1,21.8,19,9,78,2.2,2.23,1.7,1,47,0
2021/11/26,19.9,1.96,0.21,0.06,1.1,9,10.1,43,20,8,77,1.3,2.02,3.3,1,43,0
2021/11/27,20.4,1.97,0.24,0.05,0.6,8.5,9.1,45.9,16,10,72,1.3,2.02,3.7,0,49,1.5
2021/11/28,23,2,0.28,0.06,1.2,12.1,13.4,28.1,10,7,65,1.2,2.06,1.2,0,35,0
2021/11/29,24.3,2.15,0.46,0.2,8.5,19.2,27.9,12,16,9,68,1,2.35,0.7,1,55,0
2021/11/30,21.8,2.06,0.31,0.1,1.8,12.1,14,21.6,33,18,72,1.9,2.16,1.9,1,58,0
2021/12/1,16.7,2.02,0.32,0.08,1.3,11.2,12.6,27.6,45,20,47,1.5,2.12,3.9,1,64,0
2021/12/2,17.1,2.02,0.28,0.11,1.5,12.6,14.2,29.5,29,13,56,1.1,2.13,2.5,1,45,0
2021/12/3,16.8,2.04,0.32,0.12,1.5,16.6,18.2,35.8,26,13,46,1.4,2.16,2.5,1,50,0
2021/12/4,18.4,2,0.26,0.07,0.9,9.8,10.8,42.6,30,13,43,1.5,2.08,3.2,0,44,0
2021/12/5,19.5,1.99,0.22,0.05,1.1,8.2,9.4,35.8,14,8,67,1.2,2.04,2,0,37,0
2021/12/6,20.3,1.98,0.23,0.07,1.6,10.1,11.8,31.9,11,7,78,1.1,2.06,3,1,31,0.5
2021/12/7,19.7,1.95,0.22,0.07,0.9,10.3,11.3,34.7,21,9,62,1.4,2.02,3.7,1,33,0
2021/12/8,20.6,2,0.24,0.1,0.7,11.1,12,39.3,25,11,51,1.2,2.1,2.9,1,41,0
2021/12/9,20.9,2.1,0.35,0.17,2.4,18.4,20.9,19.9,23,13,65,1.8,2.27,1.2,1,45,0
2021/12/10,22.6,2.02,0.27,0.09,1.2,12.9,14.2,26.4,18,10,59,1.6,2.12,2.1,1,33,0
2021/12/11,21,2.02,0.27,0.1,1.1,12.5,13.7,28.2,20,12,82,0.8,2.13,1.6,0,40,0
2021/12/12,19.7,1.99,0.25,0.05,0.7,7.2,8.1,39.7,17,12,82,1.3,2.04,2.8,0,40,0
2021/12/13,18.9,2.02,0.32,0.08,1.4,10.2,11.7,32.5,19,12,74,0.9,2.1,3.3,1,39,0
2021/12/14,21.5,2.04,0.38,0.13,2.5,16.8,19.4,25.9,17,8,67,1.3,2.19,1,1,53,0
2021/12/15,21.5,2.15,0.51,0.17,5.8,22,27.8,22.8,29,17,77,2.1,2.33,0.6,1,56,0
2021/12/16,21.5,2.09,0.44,0.17,2.4,18.2,20.7,29,47,31,81,1.3,2.25,1,1,90,0
2021/12/17,18.6,2.06,0.39,0.09,0.5,10.6,11.2,36.7,47,24,71,1.3,2.15,3.7,1,72,0
2021/12/18,15.6,2,0.24,0.06,1,8.9,10.1,34.1,35,13,59,1.3,2.06,3.7,0,44,0
2021/12/19,17.6,1.99,0.22,0.04,1.2,8.3,9.6,35.3,19,8,53,1.4,2.04,2.7,0,36,0
2021/12/20,18.2,2.17,0.54,0.19,7,27.2,34.3,14.4,22,14,70,1.5,2.37,0.5,1,61,0.5
2021/12/21,17.8,2.14,0.5,0.21,9.3,18.5,27.9,18.8,20,18,91,1,2.35,1.1,1,57,51
2021/12/22,17.4,2.04,0.35,0.1,1.4,12.2,13.7,32.8,13,8,88,0.4,2.14,2.4,1,37,11.5
2021/12/23,19.1,2.04,0.37,0.13,0.6,13.3,14,34.8,34,17,88,0.8,2.18,1.4,1,56,2.6
2021/12/24,18.8,2.02,0.32,0.11,1.3,14.4,15.8,28.1,29,18,91,0.9,2.13,1,1,57,2.5
2021/12/25,16.6,2,0.3,0.05,0.6,8,8.8,38.2,23,14,79,1,2.06,3.8,0,48,0
2021/12/26,13.9,1.99,0.24,0.03,1.1,5.6,6.8,33,10,8,81,1,2.02,4.2,0,32,0
2021/12/27,13.2,2,0.28,0.09,1.1,11.3,12.5,26.7,12,11,84,0.6,2.1,3.1,1,36,1.5
2021/12/28,17,2.04,0.33,0.1,1.9,12.7,14.6,24.8,12,7,81,1.1,2.14,1.6,1,32,0
2021/12/29,18,2.06,0.39,0.12,3.3,16.8,20.1,18.3,20,15,84,1.6,2.2,1.1,1,50,5
2021/12/30,16.3,2.11,0.47,0.12,1.5,14.6,16.2,36.9,47,27,67,1.4,2.23,2.7,1,81,0
2021/12/31,16.4,2.02,0.32,0.08,1,10.9,12,36.8,28,16,64,1.6,2.11,2.6,1,53,0
